Id_Encuesta,Id_Encuestado,LOCALIDAD,P1.1 Rango de edad,ESTRATO,P1. ¿Cuántos años tiene? (ENC: ANOTE LA EDAD EXACTA Y TAMBIEN SELECCIONE EL RANGO),P2,P6,P7,P106,P102,P103,P109,P111,P112,P117_1,P117_2,P117_3,P121,P122,P123,P447_1,P447_2,P447_3,P447_4,P447_5,P447_6,P128,P203,P204_A,P204_B,P204_C,P204_D,P204_E,P204_F,P204_G,P204_H,P204_I,P204_J,P204_K,P204_L,P204_M,P204_N,P204_O,P204_P,P204_Q,P204_R,P238_1,P238_2,P238_3,P214_1,P214_2,P214_3,P214_4,P214_5,P214_6,P214_7,P214_8,P214_9,P214_10,P214_11,P214_12,P214_13,P214_14,P214_15,P214_16,P214_17,P214_18,P206_1,P206_2,P206_3,P206_4,P206_5,P206_6,P206_7,P206_8,P206_9,P206_10,P206_11,P206_12,P206_13,P206_14,P206_15,P206_16,P206_17,P206_18,P209_1,P209_2,P209_3,P209_4,P209_5,P209_6,P209_7,P209_8,P209_9,P209_10,P209_11,P209_12,P209_13,P209_14,P209_15,P209_16,P209_17,P209_18,P204_1_1_A,P204_1_1_B,P204_1_1_C,P204_1_1_D,P204_1_1_E,P204_1_1_F,P204_1_1_G,P207,P208,P208_A,P208_B,P208_C,P208_C,P208_E,P208_F,P208_O,P208_OTRO,P230,P233,P234,P234_A,P234_B,P234_C,P234_D,P234_E,P234_F,P234_G,P234_H,P234_I,P234_K,P234_L,P234_M,P234_N,P234_O,P234_P,P234_Q,P234_R,P234_S,P234_T,P234_U,P234_V,P304,P305,P308,P310_1,P310_2,"P311.1. Decisiones de libertad (medidas de aseguramiento, detención domiciliaria, medida intramural y prisión domiciliaria)",P450_A,P450_B,P450_C,P450_D,P450_E,P405,P407,P407_A,P407_B,P407_C,P407_1,P412_A,P412_B,P412_C,P412_D,P412_E,P412_F,P417,P418,P421,P444.,CLAVE,FEX
o   020SEG_Percepción_y_Victimización_en_Bogotá,2699,Teusaquillo,De 46 a 55 años,Estrato 5,50,Hijo(a) o Hijastro(a),Desempleado,Femenino,Ha Aumentado,Seguro,Inseguro,Ciclo Rutas,Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)",Homicidio,"Violencia contra la mujer (física, psicológica o económica)",Desaparición forzada,No,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Generar políticas de reactivación económica,3. Ni bueno ni malo,3. Ni bueno ni malo,2. Malo,2. Malo,1. Muy Malo,3. Regular,No Sabe,,,,,Todos los días,,,,,,,No,,,No,TeusaquilloEstrato 5,1588.412
o   020SEG_Percepción_y_Victimización_en_Bogotá,2700,Kennedy,De 26 a 35 años,Estrato 2,32,Hijo(a) o Hijastro(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Paraderos,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Violencia Intrafamiliar,No,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,"Aumentar el pie de fuerza de
la policía",Construir más cárceles,3. Ni bueno ni malo,2. Malo,2. Malo,3. Ni bueno ni malo,2. Malo,4. Bueno,No Sabe,,,,,Todos los días,,,,,,,No,,,No,KennedyEstrato 2,1540.175076
o   020SEG_Percepción_y_Victimización_en_Bogotá,2701,Suba,De 26 a 35 años,Estrato 3,32,Esposo(a) o compañero(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Muy Inseguro,10. Posibilidad de contagiarse con COVID 19,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a establecimientos comerciales,Vandalismo ,No,No,6. Por la escasez de policía,Si,Si,Si,No,No,No,Radio,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,Fleteo,Sí,No,No,No,No,No,"Arma blanca (cuchillo, navaja)",Billetera,Sí,No,No,No,No,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Aumentar la inversión social,"Acabar con la corrupción en
la policía",1. Muy Malo,2. Malo,1. Muy Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,2. Malo,Si sabe,,No,No,Si,De vez en cuando en el mes,,,,,,,Si,1,1 Muy Mal,Si,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,2702,Bosa,De 36 a 45 años,Estrato 1 ,45,Jefe(a),Empleado,Masculino,Sigue Igual,Inseguro,Inseguro,Puentes peatonales,Ni seguro ni inseguro,,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Lesiones personales,No,No,5. Por el abuso de autoridad,No,Si,Si,Si,Si,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,No,Si,No,No,No,Si,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,Si,Si,No tuve relación,Si,2. Mala,"Acabar con la corrupción en
la policía",Aumentar la inversión social,3. Ni bueno ni malo,3. Ni bueno ni malo,2. Malo,4. Bueno,5. Muy bueno,1. Pésimo,No Sabe,,,,,Todos los días,,,,,,,Si,1,2 Mal ,No,BosaEstrato 1 ,1536.687292
o   020SEG_Percepción_y_Victimización_en_Bogotá,2703,San Cristóbal,De 26 a 35 años,Estrato 2,29,Jefe(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Desaparición forzada,"Violencia contra la mujer (física, psicológica o económica)",Homicidio,Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",No,No,No,No,No,Si,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,Si,1. Muy Mala,Mejorar la justicia,"Acabar con la corrupción en
la policía",3. Ni bueno ni malo,1. Muy Malo,1. Muy Malo,2. Malo,1. Muy Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,San CristóbalEstrato 2,1542.654414
o   020SEG_Percepción_y_Victimización_en_Bogotá,2704,Suba,De 26 a 35 años,Estrato 2,32,Jefe(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Semáforos,Inseguro,6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional),Hurto a residencias,Violencia Intrafamiliar,Venta de drogas,No,No,6. Por la escasez de policía,Si,Si,Si,No Aplica,Si,No Aplica,Periódicos (Impresos o digitales),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",2. Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,Si sabe,,Si,No,No,Algunos días de la semana ,,,,,,,No,,,Si,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,2705,Teusaquillo,Más de 55 años,Estrato 4,66,Otro,Independiente,Masculino,Ha Aumentado,Seguro,Inseguro,Puentes peatonales,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Feminicidio (Asesinato de mujeres),"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Violencia contra la mujer (física, psicológica o económica)",No,Si,,,,,,,,Noticieros de televisión,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar las penas,2. Malo,5. Muy bueno,1. Muy Malo,2. Malo,2. Malo,5 Excelente,No Sabe,,,,,Todos los días,,,,,,,Si,3,5 Muy bien,No,TeusaquilloEstrato 4,1550.0365
o   020SEG_Percepción_y_Victimización_en_Bogotá,2706,Candelaria,De 26 a 35 años,Estrato 3,28,Hermano(a),Independiente,Femenino,Ha Aumentado,Seguro,Inseguro,Puentes peatonales,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Sexual,Hurto a establecimientos comerciales,Si,No,4. Por la corrupción,No,Si,Si,Si,Si,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,1. Muy Malo,2. Malo,1. Muy Malo,2. Malo,2. Malo,2. Malo,Si sabe,,Si,Si,No,De vez en cuando en el mes,4 Buena,4 Buena,4 Buena,4 Buena,4 Buena,4 Buena,Si,1,3 Ni bien ni mal,No,CandelariaEstrato 3,1724.31
o   020SEG_Percepción_y_Victimización_en_Bogotá,2707,San Cristóbal,De 18 a 25 años,Estrato 2,23,"Padre, Madre, Padrastro, Madrastra",Independiente,Masculino,Sigue Igual,Seguro,Inseguro,Puentes peatonales,Muy Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Venta de drogas,Hurto a residencias,No,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Mejorar la justicia,1. Muy Malo,2. Malo,1. Muy Malo,1. Muy Malo,2. Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,San CristóbalEstrato 2,1542.654414
o   020SEG_Percepción_y_Victimización_en_Bogotá,2708,Engativá,De 26 a 35 años,Estrato 3,32,Jefe(a),Empleado,Masculino,Ha disminuido,Inseguro,Inseguro,Puentes peatonales,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Trata de personas ,Hurto a residencias,Violencia Sexual,Si,Si,,,,,,,,Radio,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,Si,4. Buena,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",2. Malo,3. Ni bueno ni malo,2. Malo,1. Muy Malo,3. Ni bueno ni malo,4. Bueno,Si sabe,,Si,Si,Si,Todos los días,4 Buena,4 Buena,3 Ni bueno ni malo,3 Ni bueno ni malo,4 Buena,4 Buena,Si,1,4 Bien ,Si,EngativáEstrato 3,1537.527569
o   020SEG_Percepción_y_Victimización_en_Bogotá,2709,Suba,De 26 a 35 años,Estrato 3,33,Esposo(a) o compañero(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Muy Inseguro,6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional),Feminicidio (Asesinato de mujeres),"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Vandalismo ,Si,No,5. Por el abuso de autoridad,No,Si,Si,Si,Si,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Regular,Si,2. Mala,"Acabar con la corrupción en
la policía",Mejorar la justicia,1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,2. Malo,1. Pésimo,No Sabe,,,,,Todos los días,,,,,,,Si,2,2 Mal ,Si,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,2710,Engativá,De 18 a 25 años,Estrato 3,19,Hijo(a) o Hijastro(a),Estudiante,Femenino,Ha Aumentado,Inseguro,Inseguro,Potreros,Inseguro,10. Posibilidad de contagiarse con COVID 19,"Violencia contra la mujer (física, psicológica o económica)",Violencia Sexual,Violencia Intrafamiliar,No,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar las penas,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,EngativáEstrato 3,1537.527569
o   020SEG_Percepción_y_Victimización_en_Bogotá,2711,Suba,De 36 a 45 años,Estrato 2,39,Jefe(a),Empleado,Femenino,Sigue Igual,Seguro,Inseguro,Ciclo Vías,Muy Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Feminicidio (Asesinato de mujeres),Hurto de vehículos (o alguna de sus partes),No,No,5. Por el abuso de autoridad,Si,Si,Si,No Aplica,Si,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,Si,4. Buena,Mejorar la justicia,"Acabar con la corrupción en
la policía",4. Bueno,5. Muy bueno,5. Muy bueno,4. Bueno,4. Bueno,2. Malo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,2712,Chapinero,De 26 a 35 años,Estrato 5,27,Hijo(a) o Hijastro(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,"Violencia contra la mujer (física, psicológica o económica)",Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,Si,Si,Si,Si,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,No,Si,Si,Si,No,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No tuve relación,No,,Aumentar la inversión social,Mejorar la justicia,3. Ni bueno ni malo,2. Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Pésimo,Si sabe,,No,No,Si,Todos los días,,,,,,,No,,,Si,ChapineroEstrato 5,1560.374824
o   020SEG_Percepción_y_Victimización_en_Bogotá,2713,Suba,De 36 a 45 años,Estrato 3,40,Jefe(a),Empleado,Masculino,Ha Aumentado,Seguro,Inseguro,Semáforos,Muy Inseguro,3. Actividades ilegales alrededor de las estaciones,"Violencia contra la mujer (física, psicológica o económica)",Hurto a establecimientos comerciales,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Si,Si,,,,,,,,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,Si,No,Si,Si,Bueno,No,,"Aumentar el pie de fuerza de
la policía",Generar políticas de reactivación económica,2. Malo,1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,4. Bueno,No Sabe,,,,,Todos los días,,,,,,,Si,30,3 Ni bien ni mal,Si,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,2714,Bosa,De 18 a 25 años,Estrato 2,19,"Padre, Madre, Padrastro, Madrastra",Estudia y Trabaja,Masculino,Ha Aumentado,Seguro,Inseguro,Puentes peatonales,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Homicidio,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Intrafamiliar,Si,No,4. Por la corrupción,No,No,Si,No Aplica,No,No,Experiencias de familiares,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,Si,Si,No,No,No,Si,Si,Si,Si,Si,No,Si,No,No,Si,Si,No,Si,No,No,Si,No tuve relación,No,,"Acabar con la corrupción en
la policía",Generar políticas de reactivación económica,3. Ni bueno ni malo,2. Malo,2. Malo,2. Malo,1. Muy Malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,BosaEstrato 2,1536.687292
o   020SEG_Percepción_y_Victimización_en_Bogotá,2715,Bosa,De 26 a 35 años,Estrato 2,26,Jefe(a),Empleado,Masculino,Sigue Igual,Inseguro,Inseguro,Calles,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Lesiones personales,Feminicidio (Asesinato de mujeres),Si,Si,,,,,,,,Experiencias de familiares,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Otro,No,No,No,No,No,No,Otra,Celular,No,Sí,No,No,No,No,No,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,Si,3. Ni bueno ni mal,"Acabar con la corrupción en
la policía",Aumentar la inversión social,2. Malo,2. Malo,2. Malo,3. Ni bueno ni malo,2. Malo,1. Pésimo,No Sabe,,,,,Algunos días de la semana ,,,,,,,Si,2,1 Muy Mal,Si,BosaEstrato 2,1536.687292
o   020SEG_Percepción_y_Victimización_en_Bogotá,2716,Usme,De 18 a 25 años,Estrato 2,24,Otro,Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Violencia Sexual,Homicidio,No,No,4. Por la corrupción,Si,No,Si,No,Si,No,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,2. Malo,2. Malo,2. Malo,2. Malo,1. Muy Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,No,UsmeEstrato 2,1537.450382
o   020SEG_Percepción_y_Victimización_en_Bogotá,2717,Engativá,De 18 a 25 años,Estrato 2,25,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,"Violencia contra la mujer (física, psicológica o económica)",No,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,Si,No,No Aplica,No,Si,Experiencia personal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,No,,"Acabar con la corrupción en
la policía",Generar políticas de reactivación económica,2. Malo,2. Malo,1. Muy Malo,2. Malo,4. Bueno,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,EngativáEstrato 2,1553.87222
o   020SEG_Percepción_y_Victimización_en_Bogotá,2718,Bosa,De 26 a 35 años,Estrato 2,27,Hijo(a) o Hijastro(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Ciclo Rutas,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Homicidio,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Violencia contra la mujer (física, psicológica o económica)",Si,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Construir más cárceles,Mejorar la justicia,2. Malo,2. Malo,1. Muy Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,BosaEstrato 2,1536.687292
o   020SEG_Percepción_y_Victimización_en_Bogotá,2719,Suba,De 26 a 35 años,Estrato 3,27,Esposo(a) o compañero(a),Hogar,Femenino,Ha Aumentado,Seguro,Inseguro,Parques,Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)",Homicidio,"Violencia contra la mujer (física, psicológica o económica)",Hurto a residencias,No,No,4. Por la corrupción,Si,Si,Si,Si,Si,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Construir más cárceles,5. Muy bueno,5. Muy bueno,5. Muy bueno,5. Muy bueno,5. Muy bueno,3. Regular,No Sabe,,,,,Todos los días,,,,,,,Si,5,1 Muy Mal,No,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,2720,Suba,De 46 a 55 años,Estrato 2,48,Esposo(a) o compañero(a),Hogar,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto de vehículos (o alguna de sus partes),Homicidio,Si,No,3. Por la falta de confianza en las instituciones,Si,Si,Si,No Aplica,Si,Si,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Malo,Si,1. Muy Mala,"Acabar con la corrupción en
la policía",Mejorar la justicia,1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,1. Muy Malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,Si,1,1 Muy Mal,No,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,2721,Kennedy,Más de 55 años,Estrato 4,70,Esposo(a) o compañero(a),Pensionado ,Masculino,Ha Aumentado,Inseguro,Inseguro,Potreros,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto de vehículos (o alguna de sus partes),"Violencia contra la mujer (física, psicológica o económica)",No,No,4. Por la corrupción,Si,No,Si,No Aplica,No,No,Experiencias de familiares,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Atraco,No,No,No,No,No,Sí,"Arma blanca (cuchillo, navaja)",Dinero Documentos Otro ,No,No,Sí,Sí,No,No,Sí,"ROPA, TARJETAS DE CREDITO",No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,"Aumentar el pie de fuerza de
la policía",Mejorar la justicia,4. Bueno,2. Malo,2. Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,4. Bueno,No Sabe,,,,,Todos los días,,,,,,,No,,,No,KennedyEstrato 4,1539.201594
o   020SEG_Percepción_y_Victimización_en_Bogotá,2722,San Cristóbal,De 36 a 45 años,Estrato 3,40,Otro,Otro,Masculino,Ha Aumentado,Inseguro,Inseguro,Potreros,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Hurto de vehículos (o alguna de sus partes),"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Si,Si,,,,,,,,Radio,Si,Si,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,Fleteo,Sí,No,No,No,No,No,Arma de fuego,Celular,No,Sí,No,No,No,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,Malo,No,,"Acabar con la corrupción en
la policía",Aumentar las penas,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,2. Malo,2. Malo,1. Pésimo,Si sabe,,Si,No,No,Algunos días de la semana ,,,,,,,Si,1,1 Muy Mal,Si,San CristóbalEstrato 3,1542.504583
